CampaignID,StartDate,EndDate,Month,Quarter,Channel,Impressions,Clicks,Leads,Conversions,Click Through Rate,Conversion Rate ,Cost Per Acquisition,Cost Per Mille, Cost_USD , Revenue_USD , ROI ,Calculated ROI,Lead to Conversion Rate,ROAS
CAMP00739,15/04/2025,20/04/2025,Apr,Q2,Social,107987,5653,883,363,5.23%,6.42%,USD 4.41,USD 14.82,1600.55,3474.29,1.17,117.07%,41.11%,2.17
CAMP00740,09/04/2025,23/04/2025,Apr,Q2,Display,65461,4772,1752,498,7.29%,10.44%,USD 6.09,USD 46.36,3034.78,5147.06,0.70,69.60%,28.42%,1.70
CAMP00741,07/11/2025,15/11/2025,Nov,Q4,Social,23658,456,181,71,1.93%,15.57%,USD 57.92,USD 173.82,4112.24,8033.12,0.95,95.35%,39.23%,1.95
CAMP00742,06/01/2025,21/01/2025,Jan,Q1,Social,127211,4310,519,196,3.39%,4.55%,USD 13.34,USD 20.55,2613.81,7323.06,1.80,180.17%,37.76%,2.80
CAMP00743,16/07/2025,31/07/2025,Jul,Q3,Influencer,219255,18309,2479,752,8.35%,4.11%,USD 4.67,USD 16.02,3513.20,8204.63,1.34,133.54%,30.33%,2.34
CAMP00744,17/12/2025,01/01/2026,Dec,Q4,Display,287764,15932,5181,1961,5.54%,12.31%,USD 2.49,USD 16.94,4874.51,12466.73,1.56,155.75%,37.85%,2.56
CAMP00745,13/05/2025,21/05/2025,May,Q2,Influencer,165747,15202,3795,1067,9.17%,7.02%,USD 1.58,USD 10.19,1688.35,2295.83,0.36,35.98%,28.12%,1.36
CAMP00746,24/12/2025,29/12/2025,Dec,Q4,Influencer,203273,3655,1388,671,1.80%,18.36%,USD 0.69,USD 2.28,463.63,465.08,0.00,0.31%,48.34%,1.00
CAMP00747,16/09/2025,23/09/2025,Sep,Q3,Email,5860,223,72,40,3.81%,17.94%,USD 55.21,USD 376.88,2208.54,2806.23,0.27,27.06%,55.56%,1.27
CAMP00748,23/01/2025,01/02/2025,Jan,Q1,Influencer,120532,5062,569,114,4.20%,2.25%,USD 24.11,USD 22.81,2749.10,6972.17,1.54,153.62%,20.04%,2.54
CAMP00749,22/02/2025,04/03/2025,Feb,Q1,Search,294762,14161,5288,2234,4.80%,15.78%,USD 1.32,USD 9.98,2941.93,5553.37,0.89,88.77%,42.25%,1.89
CAMP00750,14/06/2025,27/06/2025,Jun,Q2,Display,295060,29156,5293,2609,9.88%,8.95%,USD 1.43,USD 12.60,3718.96,5310.00,0.43,42.78%,49.29%,1.43
CAMP00751,21/07/2025,03/08/2025,Jul,Q3,Email,213289,8096,1821,1025,3.80%,12.66%,USD 4.39,USD 21.10,4500.62,13158.68,1.92,192.37%,56.29%,2.92
CAMP00752,24/03/2025,06/04/2025,Mar,Q1,Display,27878,1580,623,213,5.67%,13.48%,USD 11.98,USD 91.50,2550.81,5033.81,0.97,97.34%,34.19%,1.97
CAMP00753,25/05/2025,09/06/2025,May,Q2,Email,81960,4773,1949,1097,5.82%,22.98%,USD 0.73,USD 9.79,802.69,1394.99,0.74,73.79%,56.29%,1.74
CAMP00754,26/03/2025,31/03/2025,Mar,Q1,Search,43554,3456,823,436,7.93%,12.62%,USD 4.76,USD 47.68,2076.70,6135.19,1.95,195.43%,52.98%,2.95
CAMP00755,19/03/2025,01/04/2025,Mar,Q1,Influencer,162868,9219,1250,512,5.66%,5.55%,USD 1.68,USD 5.29,861.31,1091.42,0.27,26.72%,40.96%,1.27
CAMP00756,01/01/2025,13/01/2025,Jan,Q1,Email,128448,8286,3379,1023,6.45%,12.35%,USD 0.97,USD 7.73,993.29,2184.34,1.20,119.91%,30.28%,2.20
CAMP00757,20/02/2025,26/02/2025,Feb,Q1,Email,229094,17823,7986,3682,7.78%,20.66%,USD 0.03,USD 0.47,108.33,270.61,1.50,149.80%,46.11%,2.50
CAMP00758,22/06/2025,07/07/2025,Jun,Q2,Email,289728,5534,2688,817,1.91%,14.76%,USD 5.70,USD 16.07,4655.59,13415.23,1.88,188.15%,30.39%,2.88
CAMP00759,24/07/2025,29/07/2025,Jul,Q3,Search,16598,1605,364,123,9.67%,7.66%,USD 30.50,USD 226.04,3751.77,10009.73,1.67,166.80%,33.79%,2.67
CAMP00760,17/09/2025,22/09/2025,Sep,Q3,Display,209933,18089,2705,1046,8.62%,5.78%,USD 0.57,USD 2.82,591.35,933.63,0.58,57.88%,38.67%,1.58
CAMP00761,15/10/2025,25/10/2025,Oct,Q4,Search,139802,6289,2987,1192,4.50%,18.95%,USD 3.87,USD 32.96,4608.52,7008.64,0.52,52.08%,39.91%,1.52
CAMP00762,03/02/2025,16/02/2025,Feb,Q1,Email,16684,1260,327,90,7.55%,7.14%,USD 48.50,USD 261.61,4364.76,5217.39,0.20,19.53%,27.52%,1.20
CAMP00763,14/12/2025,25/12/2025,Dec,Q4,Email,170635,13413,1843,880,7.86%,6.56%,USD 5.18,USD 26.71,4558.46,6084.81,0.33,33.48%,47.75%,1.33
CAMP00764,05/04/2025,14/04/2025,Apr,Q2,Influencer,78723,6811,2039,1216,8.65%,17.85%,USD 0.47,USD 7.33,576.84,1419.12,1.46,146.02%,59.64%,2.46
CAMP00765,13/03/2025,28/03/2025,Mar,Q1,Search,66320,1787,314,93,2.69%,5.20%,USD 5.28,USD 7.41,491.48,775.80,0.58,57.85%,29.62%,1.58
CAMP00766,08/02/2025,14/02/2025,Feb,Q1,Search,299768,21982,5322,2244,7.33%,10.21%,USD 0.19,USD 1.44,431.90,813.59,0.88,88.37%,42.16%,1.88
CAMP00767,03/06/2025,08/06/2025,Jun,Q2,Social,212527,2762,630,240,1.30%,8.69%,USD 20.16,USD 22.76,4837.92,11517.36,1.38,138.06%,38.10%,2.38
CAMP00768,07/09/2025,13/09/2025,Sep,Q3,Display,270870,5526,2734,883,2.04%,15.98%,USD 3.78,USD 12.32,3336.30,7773.25,1.33,132.99%,32.30%,2.33
CAMP00769,11/06/2025,16/06/2025,Jun,Q2,Social,262512,20960,7457,2743,7.98%,13.09%,USD 0.35,USD 3.70,972.11,2514.18,1.59,158.63%,36.78%,2.59
CAMP00770,28/04/2025,05/05/2025,Apr,Q2,Social,233324,19405,5757,2838,8.32%,14.63%,USD 1.64,USD 19.94,4652.88,5195.53,0.12,11.66%,49.30%,1.12
CAMP00771,16/09/2025,26/09/2025,Sep,Q3,Display,234635,14856,4538,1660,6.33%,11.17%,USD 1.37,USD 9.68,2271.51,4870.67,1.14,114.42%,36.58%,2.14
CAMP00772,02/11/2025,14/11/2025,Nov,Q4,Influencer,186465,11626,3971,1599,6.23%,13.75%,USD 2.47,USD 21.18,3948.69,10994.66,1.78,178.44%,40.27%,2.78
CAMP00773,25/09/2025,02/10/2025,Sep,Q3,Influencer,137915,10682,4797,1875,7.75%,17.55%,USD 1.72,USD 23.33,3217.32,5618.24,0.75,74.62%,39.09%,1.75
CAMP00774,23/02/2025,09/03/2025,Feb,Q1,Display,201532,18449,2922,1233,9.15%,6.68%,USD 2.66,USD 16.29,3283.31,4540.70,0.38,38.30%,42.20%,1.38
CAMP00775,24/08/2025,06/09/2025,Aug,Q3,Display,280898,13455,4572,1446,4.79%,10.75%,USD 1.56,USD 8.03,2254.67,2565.03,0.14,13.77%,31.63%,1.14
CAMP00776,10/08/2025,24/08/2025,Aug,Q3,Search,164925,3353,767,309,2.03%,9.22%,USD 6.59,USD 12.34,2035.26,5860.65,1.88,187.96%,40.29%,2.88
CAMP00777,08/09/2025,17/09/2025,Sep,Q3,Search,100324,8578,2818,715,8.55%,8.34%,USD 1.25,USD 8.91,893.41,900.19,0.01,0.76%,25.37%,1.01
CAMP00778,09/11/2025,20/11/2025,Nov,Q4,Search,209404,8532,2620,1300,4.07%,15.24%,USD 0.34,USD 2.13,446.83,1154.62,1.58,158.40%,49.62%,2.58
CAMP00779,22/04/2025,04/05/2025,Apr,Q2,Search,9567,210,23,5,2.20%,2.38%,USD 929.43,USD 485.75,4647.16,7105.32,0.53,52.90%,21.74%,1.53
CAMP00780,12/09/2025,19/09/2025,Sep,Q3,Email,210908,13775,4586,2357,6.53%,17.11%,USD 1.99,USD 22.23,4689.46,6963.33,0.48,48.49%,51.40%,1.48
CAMP00781,30/10/2025,05/11/2025,Oct,Q4,Email,299294,18564,7122,3776,6.20%,20.34%,USD 0.86,USD 10.83,3242.36,4263.96,0.32,31.51%,53.02%,1.32
CAMP00782,26/07/2025,01/08/2025,Jul,Q3,Influencer,202863,10687,2120,440,5.27%,4.12%,USD 4.55,USD 9.87,2001.50,2777.20,0.39,38.76%,20.75%,1.39
CAMP00783,17/08/2025,26/08/2025,Aug,Q3,Email,261250,22828,3258,1734,8.74%,7.60%,USD 0.13,USD 0.85,222.94,452.15,1.03,102.81%,53.22%,2.03
CAMP00784,07/12/2025,12/12/2025,Dec,Q4,Email,219650,7577,1399,642,3.45%,8.47%,USD 3.57,USD 10.44,2293.52,6309.46,1.75,175.10%,45.89%,2.75
CAMP00785,07/03/2025,13/03/2025,Mar,Q1,Search,32560,364,129,30,1.12%,8.24%,USD 110.97,USD 102.24,3328.98,5775.91,0.74,73.50%,23.26%,1.74
CAMP00786,16/03/2025,29/03/2025,Mar,Q1,Search,89568,3503,1007,603,3.91%,17.21%,USD 2.61,USD 17.54,1571.41,3914.59,1.49,149.11%,59.88%,2.49
CAMP00787,13/04/2025,24/04/2025,Apr,Q2,Display,118246,1285,573,255,1.09%,19.84%,USD 6.97,USD 15.04,1777.94,2655.01,0.49,49.33%,44.50%,1.49
CAMP00788,11/07/2025,21/07/2025,Jul,Q3,Search,213758,12595,2695,971,5.89%,7.71%,USD 2.49,USD 11.29,2414.38,6780.15,1.81,180.82%,36.03%,2.81
CAMP00789,09/09/2025,22/09/2025,Sep,Q3,Display,139443,6141,1510,836,4.40%,13.61%,USD 3.02,USD 18.11,2525.10,7140.62,1.83,182.79%,55.36%,2.83
CAMP00790,14/08/2025,25/08/2025,Aug,Q3,Display,129460,10778,3354,726,8.33%,6.74%,USD 5.15,USD 28.89,3740.04,4549.81,0.22,21.65%,21.65%,1.22
CAMP00791,21/10/2025,05/11/2025,Oct,Q4,Email,190084,15545,4414,2149,8.18%,13.82%,USD 1.19,USD 13.41,2548.83,6824.83,1.68,167.76%,48.69%,2.68
CAMP00792,02/11/2025,11/11/2025,Nov,Q4,Search,209228,10276,3279,844,4.91%,8.21%,USD 5.03,USD 20.27,4241.85,10196.50,1.40,140.38%,25.74%,2.40
CAMP00793,08/04/2025,21/04/2025,Apr,Q2,Email,270076,7962,1790,753,2.95%,9.46%,USD 3.27,USD 9.13,2465.61,4407.72,0.79,78.77%,42.07%,1.79
CAMP00794,04/12/2025,14/12/2025,Dec,Q4,Search,14778,709,118,28,4.80%,3.95%,USD 9.16,USD 17.35,256.37,684.39,1.67,166.95%,23.73%,2.67
CAMP00795,13/10/2025,23/10/2025,Oct,Q4,Email,290177,19650,8279,3904,6.77%,19.87%,USD 0.20,USD 2.73,792.89,2225.61,1.81,180.70%,47.16%,2.81
CAMP00796,01/12/2025,16/12/2025,Dec,Q4,Email,146376,3969,459,177,2.71%,4.46%,USD 20.45,USD 24.72,3618.99,7211.75,0.99,99.28%,38.56%,1.99
CAMP00797,13/12/2025,21/12/2025,Dec,Q4,Email,262589,20895,5179,1049,7.96%,5.02%,USD 2.21,USD 8.81,2314.12,4668.95,1.02,101.76%,20.25%,2.02
CAMP00798,04/11/2025,09/11/2025,Nov,Q4,Influencer,248933,9895,1335,305,3.97%,3.08%,USD 7.74,USD 9.48,2359.97,5684.12,1.41,140.86%,22.85%,2.41
CAMP00799,06/09/2025,15/09/2025,Sep,Q3,Email,7521,706,278,133,9.39%,18.84%,USD 36.78,USD 650.48,4892.23,7281.80,0.49,48.84%,47.84%,1.49
CAMP00800,15/06/2025,30/06/2025,Jun,Q2,Social,89622,5024,1236,444,5.61%,8.84%,USD 6.53,USD 32.36,2900.16,3345.57,0.15,15.36%,35.92%,1.15
CAMP00801,01/12/2025,14/12/2025,Dec,Q4,Social,122257,10543,1181,553,8.62%,5.25%,USD 1.22,USD 5.50,672.91,1384.42,1.06,105.74%,46.82%,2.06
CAMP00802,30/01/2025,11/02/2025,Jan,Q1,Social,119647,7828,1020,363,6.54%,4.64%,USD 6.13,USD 18.60,2225.40,3651.45,0.64,64.08%,35.59%,1.64
CAMP00803,04/09/2025,16/09/2025,Sep,Q3,Display,136855,8199,1471,507,5.99%,6.18%,USD 5.62,USD 20.83,2850.49,3551.09,0.25,24.58%,34.47%,1.25
CAMP00804,16/04/2025,25/04/2025,Apr,Q2,Email,47666,3402,1411,764,7.14%,22.46%,USD 0.37,USD 5.95,283.58,363.05,0.28,28.02%,54.15%,1.28
CAMP00805,20/02/2025,05/03/2025,Feb,Q1,Social,152870,12693,5326,2886,8.30%,22.74%,USD 0.65,USD 12.34,1886.59,2690.32,0.43,42.60%,54.19%,1.43
CAMP00806,22/03/2025,29/03/2025,Mar,Q1,Display,210163,14292,7126,4046,6.80%,28.31%,USD 1.20,USD 23.04,4842.31,8113.64,0.68,67.56%,56.78%,1.68
CAMP00807,13/05/2025,20/05/2025,May,Q2,Social,268247,21929,4306,2278,8.17%,10.39%,USD 1.66,USD 14.10,3781.39,7085.10,0.87,87.37%,52.90%,1.87
CAMP00808,12/10/2025,17/10/2025,Oct,Q4,Search,75845,2058,255,63,2.71%,3.06%,USD 30.53,USD 25.36,1923.55,5603.56,1.91,191.31%,24.71%,2.91
CAMP00809,18/05/2025,31/05/2025,May,Q2,Influencer,170011,5946,1267,287,3.50%,4.83%,USD 4.82,USD 8.14,1384.35,2727.82,0.97,97.05%,22.65%,1.97
CAMP00810,03/07/2025,13/07/2025,Jul,Q3,Email,240784,7386,1266,282,3.07%,3.82%,USD 5.27,USD 6.18,1487.45,4204.74,1.83,182.68%,22.27%,2.83
CAMP00811,26/11/2025,02/12/2025,Nov,Q4,Influencer,279279,22858,8781,5199,8.18%,22.74%,USD 0.80,USD 14.89,4159.23,8703.21,1.09,109.25%,59.21%,2.09
CAMP00812,30/09/2025,12/10/2025,Sep,Q3,Influencer,198020,3515,1714,686,1.78%,19.52%,USD 3.01,USD 10.44,2067.97,2721.80,0.32,31.62%,40.02%,1.32
CAMP00813,06/12/2025,19/12/2025,Dec,Q4,Search,102580,8373,1751,430,8.16%,5.14%,USD 9.84,USD 41.25,4231.56,11365.40,1.69,168.59%,24.56%,2.69
CAMP00814,10/03/2025,23/03/2025,Mar,Q1,Search,195828,8814,2040,852,4.50%,9.67%,USD 5.34,USD 23.25,4552.84,4702.91,0.03,3.30%,41.76%,1.03
CAMP00815,03/02/2025,09/02/2025,Feb,Q1,Search,44404,761,182,88,1.71%,11.56%,USD 26.98,USD 53.48,2374.58,5051.86,1.13,112.75%,48.35%,2.13
CAMP00816,19/09/2025,25/09/2025,Sep,Q3,Display,269733,13000,5756,1368,4.82%,10.52%,USD 3.46,USD 17.54,4731.83,7966.64,0.68,68.36%,23.77%,1.68
CAMP00817,22/02/2025,05/03/2025,Feb,Q1,Social,211639,7840,2596,878,3.70%,11.20%,USD 1.79,USD 7.42,1569.76,2945.62,0.88,87.65%,33.82%,1.88
CAMP00818,24/07/2025,08/08/2025,Jul,Q3,Email,14695,929,454,124,6.32%,13.35%,USD 11.08,USD 93.51,1374.10,3565.67,1.59,159.49%,27.31%,2.59
CAMP00819,06/05/2025,14/05/2025,May,Q2,Search,217135,11405,4001,2361,5.25%,20.70%,USD 0.27,USD 2.88,625.78,632.61,0.01,1.09%,59.01%,1.01
CAMP00820,23/08/2025,28/08/2025,Aug,Q3,Email,272866,10016,3829,1253,3.67%,12.51%,USD 1.04,USD 4.78,1304.44,1780.12,0.36,36.47%,32.72%,1.36
CAMP00821,12/02/2025,24/02/2025,Feb,Q1,Email,247778,21706,2944,1401,8.76%,6.45%,USD 2.77,USD 15.68,3886.00,10202.06,1.63,162.53%,47.59%,2.63
CAMP00822,28/08/2025,03/09/2025,Aug,Q3,Email,54874,2557,1229,697,4.66%,27.26%,USD 2.98,USD 37.88,2078.56,4346.19,1.09,109.10%,56.71%,2.09
CAMP00823,21/04/2025,28/04/2025,Apr,Q2,Search,154803,8105,2846,1551,5.24%,19.14%,USD 0.53,USD 5.34,826.00,1252.74,0.52,51.66%,54.50%,1.52
CAMP00824,06/09/2025,15/09/2025,Sep,Q3,Search,5645,486,149,53,8.61%,10.91%,USD 11.78,USD 110.62,624.45,1246.10,1.00,99.55%,35.57%,2.00
CAMP00825,31/05/2025,07/06/2025,May,Q2,Social,37116,668,170,55,1.80%,8.23%,USD 45.49,USD 67.42,2502.18,4518.50,0.81,80.58%,32.35%,1.81
CAMP00826,02/07/2025,13/07/2025,Jul,Q3,Search,45983,2073,271,141,4.51%,6.80%,USD 19.45,USD 59.65,2742.84,6959.69,1.54,153.74%,52.03%,2.54
CAMP00827,02/12/2025,13/12/2025,Dec,Q4,Search,34402,1591,243,68,4.62%,4.27%,USD 58.73,USD 116.08,3993.32,10035.51,1.51,151.31%,27.98%,2.51
CAMP00828,05/04/2025,11/04/2025,Apr,Q2,Email,281052,15352,1607,782,5.46%,5.09%,USD 4.61,USD 12.82,3602.56,6939.37,0.93,92.62%,48.66%,1.93
CAMP00829,08/01/2025,19/01/2025,Jan,Q1,Social,65269,1276,637,340,1.95%,26.65%,USD 2.70,USD 14.08,918.86,1425.89,0.55,55.18%,53.38%,1.55
CAMP00830,26/12/2025,10/01/2026,Dec,Q4,Influencer,47231,908,376,202,1.92%,22.25%,USD 7.21,USD 30.84,1456.75,1491.90,0.02,2.41%,53.72%,1.02
CAMP00831,03/07/2025,13/07/2025,Jul,Q3,Search,43398,2060,863,175,4.75%,8.50%,USD 20.00,USD 80.64,3499.44,6806.94,0.95,94.52%,20.28%,1.95
CAMP00832,08/10/2025,22/10/2025,Oct,Q4,Search,67372,873,342,136,1.30%,15.58%,USD 7.24,USD 14.62,984.81,2151.90,1.19,118.51%,39.77%,2.19
CAMP00833,14/07/2025,27/07/2025,Jul,Q3,Influencer,155410,5120,1503,515,3.29%,10.06%,USD 7.84,USD 25.97,4035.80,8922.80,1.21,121.09%,34.26%,2.21
CAMP00834,18/12/2025,31/12/2025,Dec,Q4,Email,143459,4032,545,322,2.81%,7.99%,USD 10.31,USD 23.15,3321.05,9086.24,1.74,173.60%,59.08%,2.74
CAMP00835,14/07/2025,20/07/2025,Jul,Q3,Social,162247,8768,1130,471,5.40%,5.37%,USD 5.79,USD 16.81,2728.08,5278.40,0.93,93.48%,41.68%,1.93
CAMP00836,04/06/2025,15/06/2025,Jun,Q2,Email,35795,393,183,67,1.10%,17.05%,USD 48.61,USD 90.99,3256.85,7949.60,1.44,144.09%,36.61%,2.44
CAMP00837,03/04/2025,12/04/2025,Apr,Q2,Display,173501,12286,1230,366,7.08%,2.98%,USD 1.61,USD 3.39,588.61,738.35,0.25,25.44%,29.76%,1.25
CAMP00838,09/06/2025,19/06/2025,Jun,Q2,Search,270945,23572,8948,4816,8.70%,20.43%,USD 0.58,USD 10.28,2785.31,7041.26,1.53,152.80%,53.82%,2.53
CAMP00839,02/03/2025,07/03/2025,Mar,Q1,Display,256393,18872,6632,2173,7.36%,11.51%,USD 1.06,USD 9.01,2311.37,4369.20,0.89,89.03%,32.77%,1.89
CAMP00840,02/05/2025,13/05/2025,May,Q2,Search,143485,11999,3605,1913,8.36%,15.94%,USD 1.37,USD 18.21,2613.53,6243.05,1.39,138.87%,53.07%,2.39
CAMP00841,20/02/2025,02/03/2025,Feb,Q1,Display,251923,17105,8381,4665,6.79%,27.27%,USD 0.38,USD 6.96,1754.57,4685.24,1.67,167.03%,55.66%,2.67
CAMP00842,04/10/2025,12/10/2025,Oct,Q4,Influencer,22665,1261,226,50,5.56%,3.97%,USD 47.88,USD 105.63,2394.07,3610.18,0.51,50.80%,22.12%,1.51
CAMP00843,05/01/2025,10/01/2025,Jan,Q1,Search,13187,391,161,65,2.97%,16.62%,USD 68.12,USD 335.78,4427.92,10331.26,1.33,133.32%,40.37%,2.33
CAMP00844,02/04/2025,15/04/2025,Apr,Q2,Search,69989,2461,910,335,3.52%,13.61%,USD 5.34,USD 25.57,1789.78,2230.96,0.25,24.65%,36.81%,1.25
CAMP00845,19/06/2025,27/06/2025,Jun,Q2,Display,30784,1188,581,207,3.86%,17.42%,USD 1.55,USD 10.40,320.18,391.67,0.22,22.33%,35.63%,1.22
CAMP00846,13/11/2025,19/11/2025,Nov,Q4,Social,149877,2011,952,331,1.34%,16.46%,USD 4.10,USD 9.05,1356.76,2126.29,0.57,56.72%,34.77%,1.57
CAMP00847,22/01/2025,03/02/2025,Jan,Q1,Display,125451,11563,1750,722,9.22%,6.24%,USD 3.22,USD 18.54,2326.38,2935.56,0.26,26.19%,41.26%,1.26
CAMP00848,22/11/2025,28/11/2025,Nov,Q4,Search,47186,4295,958,241,9.10%,5.61%,USD 11.26,USD 57.52,2714.10,5172.66,0.91,90.58%,25.16%,1.91
CAMP00849,01/01/2025,10/01/2025,Jan,Q1,Search,258940,5101,2246,1231,1.97%,24.13%,USD 1.78,USD 8.47,2193.03,5998.37,1.74,173.52%,54.81%,2.74
CAMP00850,13/05/2025,28/05/2025,May,Q2,Social,240354,14445,2765,1170,6.01%,8.10%,USD 3.55,USD 17.27,4150.40,4767.64,0.15,14.87%,42.31%,1.15
CAMP00851,21/08/2025,31/08/2025,Aug,Q3,Email,33093,1723,433,146,5.21%,8.47%,USD 31.40,USD 138.53,4584.35,7916.01,0.73,72.67%,33.72%,1.73
CAMP00852,12/01/2025,27/01/2025,Jan,Q1,Social,79625,5693,1994,592,7.15%,10.40%,USD 4.20,USD 31.21,2485.32,3518.19,0.42,41.56%,29.69%,1.42
CAMP00853,12/12/2025,24/12/2025,Dec,Q4,Email,231062,14850,4828,2156,6.43%,14.52%,USD 0.22,USD 2.04,471.81,904.70,0.92,91.75%,44.66%,1.92
CAMP00854,15/02/2025,02/03/2025,Feb,Q1,Search,27474,582,207,106,2.12%,18.21%,USD 20.40,USD 78.72,2162.84,4906.52,1.27,126.86%,51.21%,2.27
CAMP00855,03/02/2025,08/02/2025,Feb,Q1,Influencer,275298,19107,7363,2771,6.94%,14.50%,USD 0.36,USD 3.59,988.07,2673.62,1.71,170.59%,37.63%,2.71
CAMP00856,19/03/2025,24/03/2025,Mar,Q1,Influencer,158136,10246,4011,2381,6.48%,23.24%,USD 0.63,USD 9.42,1489.13,1559.21,0.05,4.71%,59.36%,1.05
CAMP00857,06/08/2025,14/08/2025,Aug,Q3,Display,257271,14872,5874,2433,5.78%,16.36%,USD 1.72,USD 16.25,4181.21,8932.56,1.14,113.64%,41.42%,2.14
CAMP00858,28/10/2025,06/11/2025,Oct,Q4,Social,229494,10606,5267,3115,4.62%,29.37%,USD 0.87,USD 11.86,2722.93,6479.92,1.38,137.98%,59.14%,2.38
CAMP00859,14/03/2025,27/03/2025,Mar,Q1,Social,165470,15875,3851,2252,9.59%,14.19%,USD 1.85,USD 25.14,4160.10,5282.06,0.27,26.97%,58.48%,1.27
CAMP00860,09/10/2025,24/10/2025,Oct,Q4,Influencer,179941,15555,1830,805,8.64%,5.18%,USD 6.12,USD 27.40,4929.57,14173.49,1.88,187.52%,43.99%,2.88
CAMP00861,06/09/2025,17/09/2025,Sep,Q3,Email,14646,917,219,94,6.26%,10.25%,USD 29.49,USD 189.24,2771.62,3220.34,0.16,16.19%,42.92%,1.16
CAMP00862,16/02/2025,27/02/2025,Feb,Q1,Social,64671,683,317,76,1.06%,11.13%,USD 60.13,USD 70.67,4570.09,7496.75,0.64,64.04%,23.97%,1.64
CAMP00863,01/05/2025,13/05/2025,May,Q2,Email,121700,5950,793,453,4.89%,7.61%,USD 7.61,USD 28.34,3448.98,5094.20,0.48,47.70%,57.12%,1.48
CAMP00864,02/08/2025,11/08/2025,Aug,Q3,Email,30391,2219,796,414,7.30%,18.66%,USD 1.45,USD 19.71,598.91,680.12,0.14,13.56%,52.01%,1.14
CAMP00865,27/08/2025,05/09/2025,Aug,Q3,Email,164894,3389,912,364,2.06%,10.74%,USD 5.90,USD 13.02,2147.70,5154.42,1.40,140.00%,39.91%,2.40
CAMP00866,25/02/2025,02/03/2025,Feb,Q1,Email,80048,3729,1747,563,4.66%,15.10%,USD 5.91,USD 41.59,3328.81,6732.68,1.02,102.25%,32.23%,2.02
CAMP00867,16/12/2025,29/12/2025,Dec,Q4,Display,165412,4508,2125,1137,2.73%,25.22%,USD 3.13,USD 21.50,3555.78,6593.30,0.85,85.42%,53.51%,1.85
CAMP00868,17/04/2025,27/04/2025,Apr,Q2,Display,86605,3501,1449,458,4.04%,13.08%,USD 9.43,USD 49.85,4317.26,6039.36,0.40,39.89%,31.61%,1.40
CAMP00869,15/11/2025,28/11/2025,Nov,Q4,Influencer,140574,1743,242,100,1.24%,5.74%,USD 32.23,USD 22.93,3222.73,6077.21,0.89,88.57%,41.32%,1.89
CAMP00870,17/02/2025,24/02/2025,Feb,Q1,Display,102772,2199,241,67,2.14%,3.05%,USD 8.08,USD 5.27,541.46,1517.43,1.80,180.25%,27.80%,2.80
CAMP00871,02/03/2025,11/03/2025,Mar,Q1,Social,53020,2700,417,217,5.09%,8.04%,USD 3.68,USD 15.05,797.97,1364.85,0.71,71.04%,52.04%,1.71
CAMP00872,03/12/2025,09/12/2025,Dec,Q4,Display,266655,24222,5540,2776,9.08%,11.46%,USD 0.62,USD 6.41,1708.78,3447.49,1.02,101.75%,50.11%,2.02
CAMP00873,26/01/2025,09/02/2025,Jan,Q1,Social,94543,5119,1006,318,5.41%,6.21%,USD 4.85,USD 16.30,1540.81,4402.63,1.86,185.73%,31.61%,2.86
CAMP00874,19/10/2025,28/10/2025,Oct,Q4,Social,288115,14629,3626,895,5.08%,6.12%,USD 1.32,USD 4.12,1185.87,2825.28,1.38,138.25%,24.68%,2.38
CAMP00875,14/09/2025,26/09/2025,Sep,Q3,Email,194448,15727,2472,669,8.09%,4.25%,USD 4.67,USD 16.07,3124.75,3386.34,0.08,8.37%,27.06%,1.08
CAMP00876,08/01/2025,23/01/2025,Jan,Q1,Influencer,11037,376,150,66,3.41%,17.55%,USD 33.42,USD 199.84,2205.58,3671.71,0.66,66.47%,44.00%,1.66
CAMP00877,23/04/2025,29/04/2025,Apr,Q2,Email,186379,3458,1515,393,1.86%,11.36%,USD 8.80,USD 18.55,3456.45,10206.10,1.95,195.28%,25.94%,2.95
CAMP00878,21/12/2025,02/01/2026,Dec,Q4,Email,281610,8127,2398,786,2.89%,9.67%,USD 2.54,USD 7.09,1996.15,5450.20,1.73,173.04%,32.78%,2.73
CAMP00879,10/09/2025,18/09/2025,Sep,Q3,Display,235372,19116,9225,4941,8.12%,25.85%,USD 0.29,USD 6.13,1443.00,3990.43,1.77,176.54%,53.56%,2.77
CAMP00880,29/06/2025,13/07/2025,Jun,Q2,Display,276771,19632,2908,676,7.09%,3.44%,USD 4.14,USD 10.11,2797.31,8022.95,1.87,186.81%,23.25%,2.87
CAMP00881,26/07/2025,09/08/2025,Jul,Q3,Social,56697,1034,147,63,1.82%,6.09%,USD 9.11,USD 10.13,574.12,1301.59,1.27,126.71%,42.86%,2.27
CAMP00882,30/10/2025,04/11/2025,Oct,Q4,Display,28149,1971,355,127,7.00%,6.44%,USD 38.93,USD 175.65,4944.43,12660.56,1.56,156.06%,35.77%,2.56
CAMP00883,07/05/2025,16/05/2025,May,Q2,Display,21737,2039,1004,249,9.38%,12.21%,USD 13.30,USD 152.39,3312.59,7642.23,1.31,130.70%,24.80%,2.31
CAMP00884,25/02/2025,02/03/2025,Feb,Q1,Search,72854,1023,272,109,1.40%,10.65%,USD 6.41,USD 9.59,698.60,1436.87,1.06,105.68%,40.07%,2.06
